date,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C)
04 16 2020,28.2,32.8,24.9,33.6,39.9,30.5
04 17 2020,29,33.7,25.6,33.4,37.6,30.3
04 18 2020,29.2,34.2,26.1,33.9,39.1,30.6
04 19 2020,30.2,35,26.5,33.4,38.2,31.3
04 20 2020,29.9,34.7,25.9,34.2,39.8,30.9
04 21 2020,30.3,35.8,26.2,33.7,39.7,30.2
04 22 2020,30.5,35,26.8,34.9,40.7,31.3
04 23 2020,30.4,35.2,26.3,35,41,32
04 24 2020,30.7,36.1,26.6,33.7,38.3,30.1
04 25 2020,30.2,35.5,26.5,34.5,39.4,32
04 26 2020,30.3,35.6,26.8,34.5,39.2,31.8
04 27 2020,30,34.6,26.4,34.3,39.1,31.7
04 28 2020,30,36.2,25.2,33.1,40.2,29.8
04 29 2020,29.7,34.4,25.5,33.4,38.3,30.2
04 30 2020,30,35.2,26.6,33.4,38.7,31.2
05 1 2020,30.2,35.2,26,33.8,38.9,31
05 2 2020,30.5,35.5,26.1,34.2,39.3,30.4
05 3 2020,30,33.5,27.4,34.7,38.8,32.2
05 4 2020,31.5,36.3,27.6,36,41.3,33.2
05 5 2020,31.7,37,28.1,35.5,40,32.8
05 6 2020,30.9,35.4,27.7,36.1,41.6,33
05 7 2020,30.5,34.1,26.9,36.3,40.5,32.7
05 8 2020,31.6,35.8,28,36.1,41.1,32.4
05 9 2020,30.8,35.8,27.6,35.8,41,32.6
05 10 2020,30.1,35.1,27.5,36,41,33.1
05 11 2020,30.8,35.5,26.8,36.1,41,33.3
05 12 2020,30.7,35.5,27,36,41.2,32.5
05 13 2020,29.9,34.3,26.5,35.7,41,32.8
05 14 2020,29.9,34.3,26.7,35.9,40.4,33.3
05 15 2020,27,28.1,26,30.5,34.2,21.6
05 16 2020,27.8,30.6,25.9,33.1,37,29.6
05 17 2020,28.8,32.5,26.8,34.7,40,31.9
05 18 2020,28.9,32.1,26.2,35.8,41.2,32.8
05 19 2020,28.8,31.6,27,35.6,39.3,33.3
05 20 2020,29.4,32.8,26.8,36.1,40.7,33.6
05 21 2020,29.3,33,27.2,35.7,41.2,33.3
05 22 2020,29.5,31.9,27.2,35.8,39,33.9
05 23 2020,28.4,30.8,26.7,34.3,37.1,31.6
05 24 2020,28.9,32.5,25.7,34.8,39.3,31.5
05 25 2020,29.1,32,26.1,35.6,37.9,32.5
05 26 2020,29.6,32.2,27.4,36.5,40.5,34.8
05 27 2020,29.2,32.6,27.4,35.8,39.4,33.8
05 28 2020,28.5,32.2,26.1,34.6,39.5,31.1
05 29 2020,28.6,32.5,25.4,34.7,39.3,31.4
05 30 2020,28.7,32.3,25.8,35,39.8,32.2
05 31 2020,29.5,33.5,26.5,34.3,39.4,31.8
06 1 2020,29.1,32.5,25.6,34.9,38.7,30.6
06 2 2020,29.4,33,26.5,35.5,39.3,33.2
06 3 2020,29.7,32.9,26.6,36.2,40.1,33.5
06 4 2020,30.1,33,27.5,36.6,40.3,33.9
06 5 2020,30.4,33.8,26.9,36.6,40.8,32.8
06 6 2020,30.7,35,27.1,36.1,39.6,33.8
06 7 2020,29.8,33.8,26.1,35.5,40.3,32.1
06 8 2020,29.3,33.3,25.8,34.5,38.2,31.8
06 9 2020,30,34,26.6,35.5,38.1,33
06 10 2020,28.5,32.5,25.8,34.7,39.2,32
06 11 2020,27.2,29.6,25.5,32.6,35.1,31.2
06 12 2020,26.3,27.5,25.1,31.2,32.2,29.8
06 13 2020,27.8,30.8,25.9,33.3,36.2,30.9
06 14 2020,28.3,31.8,25.3,33.6,36.4,31.3
06 15 2020,27.6,30.2,25.9,34,37.9,31.4
06 16 2020,28.9,31.7,26.2,34.9,38,31.9
06 17 2020,28.9,32.2,25.7,35,38.6,31.7
06 18 2020,28.7,32.2,26,35.2,40.5,32.1
06 19 2020,27.2,29.6,25.2,33.4,37.5,30.9
06 20 2020,27.6,30.5,25.1,33.6,38,30.7
06 21 2020,28.6,31.9,26.1,35.4,39.2,32.6
06 22 2020,29.3,32.5,26.4,36,40,33.3
06 23 2020,28.7,32.4,26,35.3,38.9,32.4
06 24 2020,29.3,32.5,26.9,35.2,38.8,32.1
06 25 2020,28.7,32.4,26.5,34.7,40.4,32.3
06 26 2020,28.5,31.9,25.5,33.8,36.7,31.1
06 27 2020,28.5,31.8,26.1,33.3,36.3,31
06 28 2020,26.8,28.8,25.4,32.6,35.8,30.3
06 29 2020,27.9,30.2,25.9,33,37,31.2
06 30 2020,28,30.6,25.6,33.4,37.2,30.9
07 1 2020,28.7,31.6,25.6,34.3,38.3,31.6
07 2 2020,28.7,31.6,25.6,34.9,38.9,31.5
07 3 2020,28.9,32.7,25.4,34,37.8,31
07 4 2020,27.4,31,25.3,32.9,37.2,30.8
07 5 2020,27.8,30,25.5,33.7,36.6,31.1
07 6 2020,27.9,31.6,25.2,33.8,38.6,30.3
07 7 2020,29.2,33,25.8,34.9,39.2,31.9
07 8 2020,29,32.6,25.9,35.3,39.5,32.7
07 9 2020,28.9,32.8,26.1,35.2,40.8,32.3
07 10 2020,28.2,32.6,25.8,34.3,39.3,31.3
07 11 2020,27.4,31.5,24.9,33.2,39.2,30
07 12 2020,28,31,25.2,34.1,39.2,30.8
07 13 2020,26.9,27.7,26.1,32.6,33.5,31.2
07 14 2020,28.6,31.3,25.8,34.6,37.7,31.9
07 15 2020,29,32.1,26,35.7,40.1,32.5
07 16 2020,28.9,32,25.5,33.8,36.6,31.2
07 17 2020,29.3,32.5,26.2,34.8,38.7,31.1
07 18 2020,28.9,33.3,25.3,33.8,38,31.4
07 19 2020,28.6,31.9,25.5,33.7,37,30.9
07 20 2020,27.9,30.6,26.2,32.4,35.1,30.1
07 21 2020,28.1,31.4,25.1,34.5,39.3,31
07 22 2020,28.5,32,25.5,34.1,37.7,31.2
07 23 2020,29.2,33,26.4,35.2,40.1,31.9
07 24 2020,28.2,31.6,25.5,33.7,36.8,31.3
07 25 2020,28,31.6,25.9,34.2,39.4,31.9
07 26 2020,28.3,32,25.7,34.6,39.9,31
07 27 2020,27.7,31.8,25.3,33.9,39.9,30.6
07 28 2020,26.9,29.5,24.9,32.8,35.8,30.6
07 29 2020,26.4,28.1,25.1,32.1,34.2,30.4
07 30 2020,26.4,28.2,25,31.7,33.8,29.3
07 31 2020,27.2,29,26,33.1,34.2,32.1
08 1 2020,27.1,29.6,26,33.2,35.1,31.6
08 2 2020,26.5,27.3,25.9,32.3,33.1,31.1
08 3 2020,27.9,31.2,24.1,33.7,38.1,29.4
08 4 2020,28.2,31.6,25.6,34.1,37.5,30.9
08 5 2020,28.2,31.7,25.5,33.4,36.8,31.4
08 6 2020,27.6,30.5,25.5,33.2,37.4,31.6
08 7 2020,26.9,29.4,25.4,32.6,36.7,30.6
08 8 2020,26.5,27.6,25.6,31.9,34,30.1
08 9 2020,26.8,28.7,26,31.4,33.5,30.2
08 10 2020,27.8,30.4,25.9,33.2,35.4,30.9
08 11 2020,27.7,31.2,25.1,33.9,38.1,30.7
08 12 2020,27.6,30,25.6,33.6,36,31.2
08 13 2020,27.2,30.3,25.2,33.5,37.6,31.2
08 14 2020,26.5,28.8,25,32,34.8,30.2
08 15 2020,26.7,29.3,24.6,32.6,37.1,30.1
08 16 2020,27.2,29.5,25.3,33.5,36.3,31
08 17 2020,27.3,29.6,25.5,33.2,36.5,31.4
08 18 2020,27.1,30,25.5,33,37.4,30.7
08 19 2020,26.7,29,24.9,32.6,36.7,30.6
08 20 2020,26.1,27.5,24.8,31.6,33.3,29.9
08 21 2020,27.2,29.1,25.8,32.3,33.5,30.6
08 22 2020,27.6,30,25.3,33.8,37.7,31.4
08 23 2020,28.2,30.4,25.8,34.3,37.4,32.1
08 24 2020,28.4,30.6,26.1,33.9,36.6,32.3
08 25 2020,28.7,31,26.4,34.1,36.8,32.7
08 26 2020,28.7,30.6,27.3,33.5,34.9,32.5
08 27 2020,28.5,30.8,25.2,34,36.8,31.4
08 28 2020,28.5,30.5,26.5,34.2,37.1,32.5
08 29 2020,28.6,29.6,27.8,33.8,35.1,32.9
08 30 2020,27.4,28.6,26.4,32.5,33.7,31
08 31 2020,27.3,29.5,25.8,32,35.3,30.5
09 1 2020,27.5,29.8,25.5,32.4,35,29.9
09 2 2020,28,30,25.7,33.8,36.8,31.9
09 3 2020,28.3,31.5,25.8,34.8,39.1,32.2
09 4 2020,28.6,31.5,26.1,35.1,38.8,32.4
09 5 2020,28.5,31.1,26,35.2,38.5,31.9
09 6 2020,28.1,30.2,26.4,34.5,38.3,32.9
09 7 2020,27.8,31.1,25.8,34.2,38.7,30.8
09 8 2020,28.1,31.6,25.2,34.5,38.6,31.2
09 9 2020,27.9,30.9,25.2,34.6,39.9,31.2
09 10 2020,28,31,25.5,34.5,38.1,32
09 11 2020,27.9,31.2,25.2,34.2,39.7,30.8
09 12 2020,27.2,29.1,25.2,33.2,35.3,30.9
09 13 2020,28.4,31.2,25.2,35,39.6,31.1
09 14 2020,28.2,30.9,26.4,34.9,38.9,32.8
09 15 2020,27,28.6,26.1,33.1,35.2,31.6
09 16 2020,26.9,29.5,25.7,31.4,34,30.2
09 17 2020,26.5,27,26,31.5,32.6,30.8
09 18 2020,26.9,29.2,24.8,32.5,35.3,30.3
09 19 2020,27.3,29.6,25,33.3,36.3,30.4
09 20 2020,27.9,30.5,25.2,34.6,38.9,31.1
09 21 2020,28.3,30.7,25.5,34.9,39,31.5
09 22 2020,28.2,30.6,25.8,34.1,37.6,32
09 23 2020,27,30.2,24.8,32.7,37,29.7
09 24 2020,27.1,30,25.1,33.2,37.4,30.9
09 25 2020,26.8,30,25.5,32.9,38.2,31
09 26 2020,27.5,30.8,25.2,33.6,38,31
09 27 2020,28.5,31.6,25.1,35,39.1,31.2
09 28 2020,27.9,30.9,25.6,34.3,38.7,31.9
09 29 2020,27.3,30.2,25.4,33.2,37.1,31.2
09 30 2020,27.8,30.2,25.7,34.1,37.6,31.6
10 1 2020,28.1,31,26.1,34.5,37.5,32.7
10 2 2020,27.7,30.1,25.6,33.6,37.8,31.2
10 3 2020,27.1,30,24.8,32.8,37.5,29.7
10 4 2020,27.8,31.3,25,34.1,38.8,30.7
10 5 2020,27.8,30.9,25.5,34.4,39.3,31.3
10 6 2020,28,30.1,26.2,34.5,37.4,32.8
10 7 2020,27,30.1,25.8,33.1,37,31.7
10 8 2020,27.6,30.4,25.8,33.7,37.7,31.8
10 9 2020,26.5,27.3,25.5,32.4,33.7,30.3
10 10 2020,26.6,29.2,25,32.4,36.3,30.8
10 11 2020,26.2,27.4,25.5,30.9,32.2,29.6
10 12 2020,26.6,28.4,25,32.3,34,30.6
10 13 2020,27,30.1,25.4,32.8,36.4,31.2
10 14 2020,25.5,26.3,24.6,29.8,32.2,27.3
10 15 2020,27,30.3,24.5,30.8,34.3,27.8
10 16 2020,27.6,30.8,25.1,32.8,35.9,30.1
10 17 2020,26.7,28.9,25,32.4,35.6,30.5
10 18 2020,26.1,27.5,24.9,32,33.5,30.5
10 19 2020,27.8,31.8,24.6,33.2,37.4,29.3
10 20 2020,26.3,27,25.4,31.1,32.4,27.8
10 21 2020,26.9,28.6,25.9,30.8,33.2,28.2
10 22 2020,27.5,30.2,25.6,32.5,35.7,30.3
10 23 2020,26.9,29,25.2,32.7,35.3,30.8
10 24 2020,26.7,29.4,25.2,32.6,36.2,30.6
10 25 2020,26.4,28.9,24.5,31,33.7,26.9
10 26 2020,26.3,28.5,25,28.1,30,26.3
10 27 2020,26.4,28.8,25.4,30.6,33.3,28.3
10 28 2020,27.1,30.3,24.5,32.4,36.8,29.5
10 29 2020,26.6,29.1,23.6,32.4,35.6,28.4
10 30 2020,27.7,31.6,24.8,33.2,37.7,29.9
10 31 2020,27.9,31.3,25.5,32.6,34.9,29.7
11 1 2020,24.7,25.9,23.8,27,30.5,24.7
11 2 2020,27,29.8,24.9,30.9,34.8,25.9
11 3 2020,26.8,30.1,24.1,32.6,36.9,29.3
11 4 2020,26.3,28.3,25.2,31.9,33.8,30.4
11 5 2020,26.7,29.2,24.8,32.4,35.5,30.6
11 6 2020,27.2,30.5,24.1,33.1,37.7,28.9
11 7 2020,26.7,30,24.7,32.1,36.2,28.6
11 8 2020,26.7,30.3,24.3,30.4,35.1,26.6
11 9 2020,26.5,28.5,25,31.9,34.9,29.6
11 10 2020,26.4,28.1,24.4,32.4,34.5,30
11 11 2020,26.4,28.2,24.4,30.4,32.7,25.4
11 12 2020,26.4,27,25.6,27.9,30.2,23.4
11 13 2020,27.7,30.7,25.8,31.8,35.6,29.1
11 14 2020,27.5,30.8,24.8,32.8,36.3,30
11 15 2020,27.3,31.4,24.3,33.1,38,30
11 16 2020,27.2,30,24.4,32.9,36.8,30
11 17 2020,27.3,30.4,24.4,32.7,36.1,29.8
11 18 2020,27.3,30.6,24.1,32.7,36.8,29.5
11 19 2020,27.1,30.2,24.5,32.9,37.1,30
11 20 2020,27,30.2,23.9,32.9,37.1,28.8
11 21 2020,27.3,31.2,24,32.1,35.8,29.5
11 22 2020,26.7,30.9,23.7,30.5,34.3,28.2
11 23 2020,26.6,30.4,23.6,29.9,32.1,28
11 24 2020,26.5,31,23.8,30.2,34.6,27.7
11 25 2020,26.2,30.8,23.1,29.6,33.2,25.1
11 26 2020,26.7,30.8,23.1,29.9,33.9,25.5
11 27 2020,26.3,28.1,24.5,32,34.7,29.4
11 28 2020,26.7,29.2,24.5,33,36.7,30.4
11 29 2020,25.9,28,24.4,31.5,33.1,30
11 30 2020,26.6,29.8,24.3,30.7,32.7,28.3
12 1 2020,26.2,30.8,22.2,29.1,34.3,24.6
12 2 2020,26.5,29.2,24,30.7,33.6,27.2
12 3 2020,27,29.1,24.8,32.9,35.1,30.5
12 4 2020,26.3,28.7,24.9,31.7,34.6,29.4
12 5 2020,26.5,28.9,24.9,32.3,34.9,30.8
12 6 2020,27.1,29.5,24.8,33.1,36.3,30.6
12 7 2020,26.1,27.4,24.6,32.1,33.8,30.5
12 8 2020,27.1,30.6,24.8,31.8,35.4,29.6
12 9 2020,26.5,29.6,24,32.4,36.3,29.5
12 10 2020,25.9,27.8,24.7,31.3,32.4,29.3
12 11 2020,26.9,30.5,23.7,32.6,36.6,29.3
12 12 2020,26.9,29.6,24.8,32.7,36.2,30.3
12 13 2020,26.8,28.6,25.1,32.6,35.1,30.8
12 14 2020,26.9,29.7,24.1,32.5,36.6,29.6
12 15 2020,26.9,30.1,24.4,32.3,34.9,29.4
12 16 2020,26.6,30.5,23.9,30.9,34.7,27.6
12 17 2020,26,29,23.2,30.9,34.5,28.1
12 18 2020,26.4,30.4,24,31.1,33.6,29
12 19 2020,24.7,25.4,24.2,29.4,30.5,28.1
12 20 2020,25.9,29.4,24.1,31.3,34.7,29.2
12 21 2020,26.3,29,24.1,31.7,34.8,29
12 22 2020,26.4,29,23.4,31.5,35.1,28.3
12 23 2020,27,30.4,23.9,31.7,34.7,29.4
12 24 2020,26.6,29.5,23.8,32.4,35.2,29.1
12 25 2020,26.8,30.5,23,32.2,36.6,27.8
12 26 2020,26.6,29.6,24.5,31.8,35.5,28.4
12 27 2020,24.6,25.3,23.9,29,30.7,26.1
12 28 2020,26.1,28.9,23.5,31.1,34.8,28.6
12 29 2020,27.2,29.9,24.8,32.9,36.5,30.3
12 30 2020,26.8,29.4,24.7,32.8,36.1,29.8
12 31 2020,25.4,28,23.1,27.3,30.1,24.4
01 1 2021,24.6,27.8,22.2,27.3,30.1,23.4
01 2 2021,25.6,28.9,23.6,28.4,30.9,25.4
01 3 2021,24.8,26.1,23.5,29.2,31.6,26.2
01 4 2021,26.2,30.5,23.2,31.2,35.4,28.2
01 5 2021,26.1,29,23.5,31.6,35.2,28.3
01 6 2021,25.9,30.5,22.4,30.4,35.5,26.9
01 7 2021,25.7,29.8,22.8,30.4,34.9,27
01 8 2021,25.9,29.2,23.8,30.4,33.8,27.1
01 9 2021,25,26.6,23.5,27.5,28.8,25
01 10 2021,24.9,28,22.6,27.5,31.2,24.6
01 11 2021,24.7,28.2,22,27.3,30.9,24.8
01 12 2021,24.4,27,22.8,27,29,26
01 13 2021,24.2,26.8,21.6,27.6,31.1,24
01 14 2021,25.1,27.3,23.1,29.2,31.9,26.2
01 15 2021,26.2,29.8,23.5,29.9,33.1,26.7
01 16 2021,26.1,29.5,23.3,30.1,34.5,27.9
01 17 2021,25.8,29,23.4,29.5,31.6,27.3
01 18 2021,25.5,28.5,23.2,27.7,30.3,25.2
01 19 2021,24.6,26.5,23.3,27.8,29.7,26.4
01 20 2021,24.6,25.4,24.2,28.3,30,26.4
01 21 2021,25.5,27.5,24,30.7,32.8,29
01 22 2021,25.9,28.5,24.1,30.9,33,28.7
01 23 2021,26.3,28.9,24.6,31.9,35.1,30
01 24 2021,26.3,28.9,24.2,32,36,29.7
01 25 2021,26.3,28.8,24.1,31.9,35.4,29.3
01 26 2021,25.9,28,23.7,31.2,34,29
01 27 2021,26,28.8,24,31.1,34.6,28.4
01 28 2021,25.4,27.7,23.7,30.3,33.1,27.9
01 29 2021,24.6,27.9,22,27.2,29.3,25.7
01 30 2021,23.7,27.5,21,26.1,30.4,23.4
01 31 2021,23.4,27.7,20.1,25.7,29.4,22.1
02 1 2021,24,28.7,20.8,27.1,31.9,23.4
02 2 2021,24.1,27.2,21.1,28,32,23.9
02 3 2021,25.2,29.4,21.5,29.2,33.4,25.2
02 4 2021,25.6,29.8,22.7,29.2,34.1,25.5
02 5 2021,25.6,29,23,29.1,32.4,26.1
02 6 2021,25.7,28.4,23.5,30.6,34.3,27.9
02 7 2021,26.2,31.1,22.4,30.9,36.6,26.7
02 8 2021,26,29.9,23.1,30.1,33.2,27
02 9 2021,25.3,27.6,24,29.8,33.2,27.3
02 10 2021,25.7,29.5,23.2,29.5,33.4,25.8
02 11 2021,26,28.4,23.5,31.3,34,28.6
02 12 2021,26.3,29.6,23.8,30.8,35.2,27
02 13 2021,24.7,27.1,22.9,28.9,32.2,25.7
02 14 2021,25.7,28,23.8,30.5,33.6,28.4
02 15 2021,25.2,27.5,23.5,29.5,32.1,27.3
02 16 2021,25.4,28.2,23.6,28.9,33.2,26.7
02 17 2021,24.4,27.6,21.5,28.2,32.8,24.8
02 18 2021,25.3,28.6,22.6,28.7,31.9,26.3
02 19 2021,24.1,27.5,21.9,25.5,29.6,22.6
02 20 2021,23.2,26.8,20.2,24.8,28,21.9
02 21 2021,23.6,28.2,20.3,26.7,33.4,22.2
02 22 2021,25,28.5,23,28.3,31.9,25.4
02 23 2021,25.4,28.6,23.2,30.2,34.2,26.9
02 24 2021,26.7,30.2,24,31.8,35.7,28.9
02 25 2021,26.9,30.6,24.1,31.3,35.7,28.7
02 26 2021,26.1,29.4,22,30.9,35.5,25.9
02 27 2021,26.7,29.8,23.8,31.7,36.7,28.1
02 28 2021,26.7,29.6,24,31.9,37.2,29.4
03 1 2021,26.8,30,24.2,32.3,36.7,29.5
03 2 2021,27,30,24.2,32.9,36.8,29.9
03 3 2021,27,30.6,23.9,31.3,35.9,29
03 4 2021,26.8,30.5,23.5,30.8,36.3,28.4
03 5 2021,26.7,31,23,30.8,35.1,27.6
03 6 2021,26.7,30.9,22.7,30.4,36,26.6
03 7 2021,26.2,31,22.4,30.2,36.6,26.4
03 8 2021,26.8,31.1,23.1,30.9,36.1,27.1
03 9 2021,26.1,29,23.5,30.4,35,28.4
03 10 2021,26.1,31.1,21.6,29.3,33.3,25.6
03 11 2021,26.3,30.9,22.8,29.4,33.9,26
03 12 2021,26.5,30.4,23.8,30,33.2,27
03 13 2021,25.9,28.7,24.4,30.4,31.2,29
03 14 2021,26.1,28.8,23.8,30.2,31.9,27.9
03 15 2021,26.2,29.5,23.9,31.1,34,28.5
03 16 2021,27.1,30.7,24.8,32.4,36.4,29.8
03 17 2021,27.3,30.8,24.5,33.3,37.8,30
03 18 2021,27.9,31.4,24.8,33.8,38.5,30.3
03 19 2021,27.6,30.2,24.3,33.2,37.3,29.8
03 20 2021,27.6,30.6,24.9,33.3,37.1,30.9
03 21 2021,27.8,30.7,25,33.1,36.2,30.9
03 22 2021,27.8,31.2,25.1,32.6,37.9,30.1
03 23 2021,27.4,30.8,24.9,31.2,33.7,29.8
03 24 2021,27.5,31,24.3,31.4,35,29.4
03 25 2021,27.9,32,23.8,32.2,38.3,28.7
03 26 2021,27.9,32.2,23.5,31.9,36.1,28.5
03 27 2021,28.2,32.2,24.5,32.7,37.3,29.8
03 28 2021,28.4,31.9,24.6,33.5,38.3,30.5
03 29 2021,28.7,32.8,25.2,33.2,37.7,30.2
03 30 2021,28.5,32.5,24,32.8,39,29.2
03 31 2021,28.5,32.8,24.1,32.9,37.7,29.2
04 1 2021,28.9,33.8,25.2,32.4,37.4,29.9
04 2 2021,28.2,33.4,22.8,31,36.4,26.8
04 3 2021,28.1,33.7,22.6,31.2,37.1,26.5
04 4 2021,27.9,32.2,23.4,32,36.6,27.6
04 5 2021,28.5,33,25.1,33,39,30.6
04 6 2021,28.4,32.3,25.6,32.1,38.1,29
04 7 2021,27.9,31.8,25.3,31.3,36,28.8
04 8 2021,28.1,32,25.2,31.5,36.5,28.7
04 9 2021,28.2,31.8,25.4,31.7,37.2,28.5
04 10 2021,28.6,33,25.4,31.3,36,28.6
04 11 2021,28.3,33,24.6,31.4,37.2,28.7
04 12 2021,28.4,33.3,24.2,32.3,38.1,28
04 13 2021,28,31.1,25.4,33.1,36.8,30.7
04 14 2021,28.5,31.8,25.4,33.8,37.3,31.1
04 15 2021,28.4,31.4,25.5,33.3,37,31.4
04 16 2021,28.7,33.5,25,33.4,38.8,30.7
04 17 2021,28.2,32.2,23.6,32.4,37.5,28.7
04 18 2021,28.9,32.7,25.2,33.3,37.9,30.2
04 19 2021,28.5,32.3,25.5,32.3,35.6,30
04 20 2021,28.3,31.4,25.1,32.8,35.9,30.7
04 21 2021,28.5,31.3,25.6,33.5,36.5,31.9
04 22 2021,28.6,31.8,26.3,34.2,37.4,32.6
04 23 2021,28.7,31.8,25.8,33.4,37.2,30.2
04 24 2021,28.2,31.5,25,31.9,35.9,28.5
04 25 2021,28.4,31.9,25.5,32.6,36,30.6
04 26 2021,27.4,30.2,25.9,30.8,33.9,29
04 27 2021,27.5,30.6,25.1,30.4,34.3,27.9
04 28 2021,27.7,31.5,24.7,31.3,36.6,28.7
04 29 2021,28.4,31.8,25.5,32.6,37.2,29.2
04 30 2021,28.9,32.7,25.2,34,38.9,29.8
05 1 2021,29.2,33.7,25.2,34,39.5,30.3
05 2 2021,29,34.4,25,32.9,39.2,29.4
05 3 2021,29.3,34,24.5,33,36.6,29.7
05 4 2021,29.7,33.6,26.3,33.6,36.6,30.8
05 5 2021,30.4,36,26.1,34.4,38.3,32.1
05 6 2021,30.2,35,26.4,34.5,38.6,32.2
05 7 2021,29.9,34.5,26.6,34.4,38.2,32.4
05 8 2021,29.9,33.8,26,34.6,38.8,32
05 9 2021,30.6,35.2,27.1,35.1,39.7,32.6
05 10 2021,30.1,33.8,27.3,34.5,37.8,32.5
05 11 2021,29.9,34.2,26.6,34.1,38.8,31.5
05 12 2021,30.5,35,27.1,34,38.2,31.7
05 13 2021,30.8,35.8,27.1,34.1,38.3,31.8
05 14 2021,30.4,35.5,27,33.8,38,31.1
05 15 2021,30.5,35.2,27.4,34.1,38,32.2
05 16 2021,30.9,36.2,27,34.7,40.1,31.8
05 17 2021,31,36.7,26.7,34.9,39.9,31.8
05 18 2021,30.6,35.2,27.2,34.4,38.3,31.4
05 19 2021,30.9,35.9,27.4,33.9,37.9,31.2
05 20 2021,30.4,34.8,27.2,34.3,37.7,31.9
05 21 2021,29.6,35.5,26,34.2,39.1,30.8
05 22 2021,28.8,33.7,25.8,34.1,39.1,31.3
05 23 2021,29.1,34.3,25.2,34.3,39.1,31.1
05 24 2021,29.2,34,25.9,34.5,39.5,31.8
05 25 2021,29.9,34.8,25.5,35,40.5,31.2
05 26 2021,30.1,33.9,26.4,35.7,39.9,32.5
05 27 2021,30.2,34.4,26.4,35.5,39.8,32.1
05 28 2021,30.6,34.4,27.6,36.1,40.3,33.5
05 29 2021,30.7,35.5,27.5,36.5,41.7,33.9
05 30 2021,29.6,33.2,26.8,35.3,39.7,32.9
05 31 2021,30.1,34.8,26.5,36.1,41.4,32.9
06 1 2021,29.9,34.3,26.9,36.2,40.9,33.2
06 2 2021,27.9,31.2,26.1,32.8,36.3,27.2
06 3 2021,27.7,29.9,26.2,31.7,34.1,29.3
06 4 2021,28.4,30.8,27.3,33.6,36.1,32.3
06 5 2021,28.8,31.2,26.9,34.7,37.5,33.1
06 6 2021,28.4,30.8,26.6,34.2,38.4,32.3
06 7 2021,27.7,31.2,26.1,33.8,38.9,30.9
06 8 2021,27,30.8,25.2,32.9,38.7,30.6
06 9 2021,26.8,29.9,25.3,32.6,37.8,31.1
06 10 2021,27.4,31.1,25.7,33,36.9,31.2
06 11 2021,27.5,30.2,25.7,33.4,36.2,31.7
06 12 2021,28.4,31.1,26.3,33.5,37,31.3
06 13 2021,27.3,30,25.2,32.4,34.8,30.9
06 14 2021,28,30.5,25.9,32.7,36.8,30.3
06 15 2021,28.4,30.7,25.6,33.8,36.3,31.8
06 16 2021,28.8,31.3,26,34.6,38,32.6
06 17 2021,29.3,31.9,26.8,35.3,38.3,33.6
06 18 2021,29.4,31.8,26.9,35.3,38.5,33.5
06 19 2021,28.5,30.7,27.4,33.7,36.7,31.4
06 20 2021,27.8,30.3,26.5,32.8,35,31.2
06 21 2021,26.8,27.9,25.6,31.1,32.4,29.1
06 22 2021,27.2,29.8,25.5,31.5,33.6,29
06 23 2021,27.4,30.1,25.5,32.1,35.3,29.8
06 24 2021,27.6,30.1,25.6,33.1,37,31.4
06 25 2021,27.8,29.5,25.3,33.6,34.8,31.4
06 26 2021,28.6,31.1,25.3,34.8,38.4,31.3
06 27 2021,28.5,31.1,26,35.2,39.2,32.5
06 28 2021,27.9,31.6,25.9,34,39.6,31.3
06 29 2021,28.5,31,25.6,34.2,38.6,31.6
06 30 2021,29.1,31.1,26.6,35.3,38.4,32.9
07 1 2021,28.9,32,26.3,35.3,39.6,32.6
07 2 2021,28.1,31.4,25.4,34.2,39.2,31.7
07 3 2021,26.7,29.5,25,32.3,35.5,30.3
07 4 2021,27.3,30.5,24.9,32,34.4,30.1
07 5 2021,27.6,30,25.6,33,35.8,30.8
07 6 2021,27.1,29.2,25.5,32.7,34.5,30.9
07 7 2021,28.2,32.2,24.5,34,38.9,29.8
07 8 2021,28.3,31.4,25.5,34.4,37.5,31.7
07 9 2021,28.7,32.1,26.2,34.4,37.9,32
07 10 2021,28.5,31,25.9,33.6,36.6,31.7
07 11 2021,28.6,31.8,25.7,34.2,38.3,31.8
07 12 2021,28.6,32.5,25.4,34.6,38.9,31.2
07 13 2021,28.1,31.2,26,33.7,37.6,31.9
07 14 2021,27.3,30.7,25.3,33.5,38.5,31.1
07 15 2021,27.4,30.5,25.1,33.4,37.9,31.1
07 16 2021,27.4,30.2,25.2,33.1,37.1,30.5
07 17 2021,27.5,30.1,25.6,33.5,37.7,31.3
07 18 2021,27.1,28.8,25.9,31.6,34.1,30
07 19 2021,26.8,28.9,26,30.4,32.7,29.3
07 20 2021,26.6,27.8,25.8,30.5,32.5,28.9
07 21 2021,26.3,27.1,25.9,30.3,32.2,29.4
07 22 2021,26.4,27,25.9,29.6,31.5,28.7
07 23 2021,26.5,27.5,25.8,29,30.8,27
07 24 2021,26.4,27.5,25.8,28.8,29.9,27.6
07 25 2021,26.9,28,25.9,29.3,30.5,28.2
07 26 2021,28.2,30,27,30.8,32.3,29.7
07 27 2021,27.8,29.4,26.7,30.3,32.2,29.2
